TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,UNITS_SOLD,HOUR_OF_DAY,DAY_OF_WEEK,TIME_BUCKET,PRODUCT_DETAIL,PRODUCT_TYPE,STORE_LOCATION,PRODUCT_CATEGORY
13.00,4,4,4,15,Sun,afternoon,Ginger Scone,Scone,Astoria,Bakery
30.00,10,6,10,15,Sun,afternoon,Peppermint Lg,Brewed herbal tea,Lower Manhattan,Tea
17.50,5,4,5,15,Sun,afternoon,Ethiopia Lg,Gourmet brewed coffee,Astoria,Coffee
1.60,2,2,2,15,Sun,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Hell's Kitchen,Flavours
28.00,1,1,1,15,Sun,afternoon,I Need My Bean! T-shirt,Clothing,Lower Manhattan,Branded
14.75,1,1,1,16,Sun,evening,Espresso Roast,Espresso Beans,Hell's Kitchen,Coffee beans
17.90,2,2,2,16,Sun,evening,English Breakfast,Black tea,Astoria,Loose Tea
30.00,2,2,2,16,Sun,evening,Columbian Medium Roast,Gourmet Beans,Astoria,Coffee beans
8.80,4,4,4,16,Sun,evening,Ethiopia Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
20.00,2,2,2,17,Sun,evening,Guatemalan Sustainably Grown,Green beans,Hell's Kitchen,Coffee beans
22.50,5,5,5,17,Sun,evening,Scottish Cream Scone ,Scone,Astoria,Bakery
18.00,6,5,6,17,Sun,evening,Espresso shot,Barista Espresso,Hell's Kitchen,Coffee
63.75,17,9,17,17,Sun,evening,Cappuccino,Barista Espresso,Lower Manhattan,Coffee
15.00,4,4,4,17,Sun,evening,Almond Croissant,Pastry,Hell's Kitchen,Bakery
15.20,2,2,2,17,Sun,evening,Sustainably Grown Organic,Organic Chocolate,Astoria,Packaged Chocolate
15.94,4,4,4,17,Sun,evening,Chocolate Croissant,Pastry,Lower Manhattan,Bakery
8.95,1,1,1,17,Sun,evening,Earl Grey,Black tea,Lower Manhattan,Loose Tea
12.00,4,4,4,18,Sun,evening,Oatmeal Scone,Scone,Lower Manhattan,Bakery
8.95,1,1,1,18,Sun,evening,Traditional Blend Chai,Chai tea,Astoria,Loose Tea
10.95,1,1,1,18,Sun,evening,Spicy Eye Opener Chai,Chai tea,Astoria,Loose Tea
12.50,5,4,5,18,Sun,evening,Columbian Medium Roast Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
9.50,1,1,1,18,Sun,evening,Morning Sunrise Chai,Chai tea,Astoria,Loose Tea
2.50,1,1,1,19,Sun,evening,Columbian Medium Roast Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
3.10,1,1,1,19,Sun,evening,Jamaican Coffee River Rg,Premium brewed coffee,Lower Manhattan,Coffee
3.20,4,3,4,19,Sun,evening,Hazelnut syrup,Regular syrup,Hell's Kitchen,Flavours
4.90,2,1,2,19,Sun,evening,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
4.06,1,1,1,19,Sun,evening,Hazelnut Biscotti,Biscotti,Lower Manhattan,Bakery
9.50,1,1,1,19,Sun,evening,Morning Sunrise Chai,Chai tea,Lower Manhattan,Loose Tea
12.00,1,1,1,19,Sun,evening,I Need My Bean! Diner mug,Housewares,Lower Manhattan,Branded
3.00,1,1,1,19,Sun,evening,Columbian Medium Roast Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
7.50,3,2,3,19,Sun,evening,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
3.50,1,1,1,19,Sun,evening,Croissant,Pastry,Astoria,Bakery
36.00,12,7,12,19,Sun,evening,Peppermint Lg,Brewed herbal tea,Hell's Kitchen,Tea
30.00,8,4,8,19,Sun,evening,Jamaican Coffee River Lg,Premium brewed coffee,Hell's Kitchen,Coffee
10.50,3,3,3,19,Sun,evening,Ethiopia Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
6.00,2,1,2,19,Sun,evening,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Tea
2.20,1,1,1,20,Sun,night,Brazilian Sm,Organic brewed coffee,Lower Manhattan,Coffee
64.00,16,8,16,06,Mon,morning,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
21.00,6,3,6,06,Mon,morning,Ethiopia Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
27.50,11,8,11,06,Mon,morning,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Tea
18.00,9,7,9,06,Mon,morning,Columbian Medium Roast Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
77.00,22,12,22,06,Mon,morning,Dark chocolate Rg,Hot chocolate,Lower Manhattan,Drinking Chocolate
21.00,7,4,7,06,Mon,morning,Traditional Blend Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
30.00,8,8,8,06,Mon,morning,Chocolate Croissant,Pastry,Lower Manhattan,Bakery
30.00,12,6,12,06,Mon,morning,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
18.60,6,5,6,06,Mon,morning,Spicy Eye Opener Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
24.80,8,4,8,06,Mon,morning,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
3.75,1,1,1,06,Mon,morning,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
32.50,13,6,13,06,Mon,morning,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
31.50,9,9,9,06,Mon,morning,Croissant,Pastry,Lower Manhattan,Bakery
20.00,5,4,5,06,Mon,morning,Morning Sunrise Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
3.00,1,1,1,06,Mon,morning,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
60.00,16,9,16,06,Mon,morning,Latte,Barista Espresso,Lower Manhattan,Coffee
18.00,6,4,6,06,Mon,morning,Lemon Grass Lg,Brewed herbal tea,Hell's Kitchen,Tea
3.75,1,1,1,06,Mon,morning,Jumbo Savory Scone,Scone,Lower Manhattan,Bakery
30.00,8,6,8,06,Mon,morning,Sustainably Grown Organic Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
26.25,7,4,7,06,Mon,morning,Cappuccino,Barista Espresso,Hell's Kitchen,Coffee
1.60,2,1,2,06,Mon,morning,Sugar Free Vanilla syrup,Sugar free syrup,Hell's Kitchen,Flavours
33.00,11,5,11,06,Mon,morning,Lemon Grass Lg,Brewed herbal tea,Lower Manhattan,Tea
20.00,8,6,8,06,Mon,morning,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
21.00,6,4,6,06,Mon,morning,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
13.00,4,4,4,06,Mon,morning,Cranberry Scone,Scone,Hell's Kitchen,Bakery
8.00,10,5,10,07,Mon,morning,Hazelnut syrup,Regular syrup,Astoria,Flavours
42.00,14,9,14,07,Mon,morning,Peppermint Lg,Brewed herbal tea,Hell's Kitchen,Tea
45.00,12,7,12,07,Mon,morning,Cappuccino,Barista Espresso,Astoria,Coffee
54.00,3,3,3,07,Mon,morning,Brazilian - Organic,Organic Beans,Lower Manhattan,Coffee beans
49.00,14,9,14,07,Mon,morning,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
19.75,1,1,1,07,Mon,morning,Jamacian Coffee River,Premium Beans,Hell's Kitchen,Coffee beans
26.95,11,6,11,07,Mon,morning,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Coffee
12.00,1,1,1,07,Mon,morning,I Need My Bean! Diner mug,Housewares,Hell's Kitchen,Branded
24.00,2,2,2,07,Mon,morning,I Need My Bean! Diner mug,Housewares,Astoria,Branded
36.00,8,8,8,07,Mon,morning,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
17.60,8,5,8,07,Mon,morning,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
15.20,2,2,2,07,Mon,morning,Sustainably Grown Organic,Organic Chocolate,Lower Manhattan,Packaged Chocolate
6.40,1,1,1,08,Mon,morning,Dark chocolate,Drinking Chocolate,Astoria,Packaged Chocolate
45.00,2,2,2,08,Mon,morning,Organic Decaf Blend,Organic Beans,Lower Manhattan,Coffee beans
24.00,8,7,8,09,Mon,morning,Espresso shot,Barista Espresso,Astoria,Coffee
56.00,4,4,4,09,Mon,morning,I Need My Bean! Latte cup,Housewares,Astoria,Branded
28.00,1,1,1,10,Mon,morning,I Need My Bean! T-shirt,Clothing,Lower Manhattan,Branded
22.50,1,1,1,11,Mon,morning,Organic Decaf Blend,Organic Beans,Hell's Kitchen,Coffee beans
14.00,4,4,4,11,Mon,morning,Croissant,Pastry,Lower Manhattan,Bakery
1.60,2,1,2,11,Mon,morning,Hazelnut syrup,Regular syrup,Astoria,Flavours
8.95,1,1,1,11,Mon,morning,Lemon Grass,Herbal tea,Hell's Kitchen,Loose Tea
37.50,10,6,10,11,Mon,morning,Latte,Barista Espresso,Lower Manhattan,Coffee
8.95,1,1,1,12,Mon,afternoon,Lemon Grass,Herbal tea,Hell's Kitchen,Loose Tea
4.00,5,4,5,12,Mon,afternoon,Chocolate syrup,Regular syrup,Astoria,Flavours
7.50,2,2,2,12,Mon,afternoon,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
18.00,1,1,1,12,Mon,afternoon,Brazilian - Organic,Organic Beans,Lower Manhattan,Coffee beans
27.50,11,6,11,12,Mon,afternoon,Peppermint Rg,Brewed herbal tea,Lower Manhattan,Tea
22.50,9,6,9,13,Mon,afternoon,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Tea
12.00,4,4,4,13,Mon,afternoon,Traditional Blend Chai Lg,Brewed Chai tea,Astoria,Tea
10.00,1,1,1,13,Mon,afternoon,Guatemalan Sustainably Grown,Green beans,Hell's Kitchen,Coffee beans
16.00,8,5,8,13,Mon,afternoon,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
22.50,6,6,6,14,Mon,afternoon,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
1.60,2,1,2,14,Mon,afternoon,Chocolate syrup,Regular syrup,Astoria,Flavours
19.00,2,2,2,15,Mon,afternoon,Morning Sunrise Chai,Chai tea,Hell's Kitchen,Loose Tea
22.75,7,7,7,15,Mon,afternoon,Cranberry Scone,Scone,Hell's Kitchen,Bakery
1.60,2,2,2,15,Mon,afternoon,Carmel syrup,Regular syrup,Astoria,Flavours
27.50,11,7,11,15,Mon,afternoon,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
8.95,1,1,1,15,Mon,afternoon,Earl Grey,Black tea,Hell's Kitchen,Loose Tea
18.00,1,1,1,16,Mon,evening,Our Old Time Diner Blend,House blend Beans,Astoria,Coffee beans
29.75,7,5,7,16,Mon,evening,Latte Rg,Barista Espresso,Lower Manhattan,Coffee
27.50,11,7,11,16,Mon,evening,Earl Grey Rg,Brewed Black tea,Astoria,Tea
8.95,1,1,1,16,Mon,evening,Peppermint,Herbal tea,Hell's Kitchen,Loose Tea
7.60,1,1,1,16,Mon,evening,Sustainably Grown Organic,Organic Chocolate,Astoria,Packaged Chocolate
21.00,7,5,7,17,Mon,evening,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Tea
12.25,5,4,5,17,Mon,evening,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
3.20,4,2,4,17,Mon,evening,Sugar Free Vanilla syrup,Sugar free syrup,Astoria,Flavours
25.00,10,7,10,17,Mon,evening,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
3.20,4,2,4,17,Mon,evening,Sugar Free Vanilla syrup,Sugar free syrup,Hell's Kitchen,Flavours
30.00,10,7,10,17,Mon,evening,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Tea
12.00,4,3,4,17,Mon,evening,Serenity Green Tea Lg,Brewed Green tea,Lower Manhattan,Tea
7.50,2,2,2,17,Mon,evening,Almond Croissant,Pastry,Hell's Kitchen,Bakery
6.40,1,1,1,17,Mon,evening,Dark chocolate,Drinking Chocolate,Hell's Kitchen,Packaged Chocolate
20.00,8,5,8,18,Mon,evening,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
5.10,2,2,2,18,Mon,evening,Spicy Eye Opener Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
18.00,1,1,1,18,Mon,evening,Our Old Time Diner Blend,House blend Beans,Astoria,Coffee beans
7.50,2,2,2,18,Mon,evening,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
10.95,1,1,1,18,Mon,evening,Spicy Eye Opener Chai,Chai tea,Astoria,Loose Tea
90.00,2,2,2,19,Mon,evening,Civet Cat,Premium Beans,Astoria,Coffee beans
30.00,10,7,10,19,Mon,evening,Traditional Blend Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
11.25,3,3,3,19,Mon,evening,Almond Croissant,Pastry,Hell's Kitchen,Bakery
15.00,5,4,5,06,Tue,morning,Traditional Blend Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
4.50,1,1,1,06,Tue,morning,Scottish Cream Scone ,Scone,Lower Manhattan,Bakery
42.50,17,7,17,06,Tue,morning,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Tea
18.00,1,1,1,06,Tue,morning,Our Old Time Diner Blend,House blend Beans,Lower Manhattan,Coffee beans
12.00,4,4,4,06,Tue,morning,Oatmeal Scone,Scone,Lower Manhattan,Bakery
15.00,4,4,4,06,Tue,morning,Almond Croissant,Pastry,Lower Manhattan,Bakery
19.60,8,5,8,06,Tue,morning,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
9.00,3,2,3,06,Tue,morning,Columbian Medium Roast Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
7.50,2,2,2,06,Tue,morning,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
15.40,7,5,7,06,Tue,morning,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
18.00,6,3,6,06,Tue,morning,Brazilian Rg,Organic brewed coffee,Lower Manhattan,Coffee
38.00,8,5,8,06,Tue,morning,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
15.00,6,4,6,06,Tue,morning,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
27.00,6,6,6,06,Tue,morning,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
3.20,4,3,4,06,Tue,morning,Hazelnut syrup,Regular syrup,Hell's Kitchen,Flavours
28.00,8,4,8,06,Tue,morning,Dark chocolate Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
27.90,9,6,9,07,Tue,morning,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
10.00,1,1,1,07,Tue,morning,Guatemalan Sustainably Grown,Green beans,Lower Manhattan,Coffee beans
42.00,3,3,3,07,Tue,morning,I Need My Bean! Latte cup,Housewares,Hell's Kitchen,Branded
14.00,1,1,1,07,Tue,morning,I Need My Bean! Latte cup,Housewares,Astoria,Branded
35.00,14,9,14,07,Tue,morning,Our Old Time Diner Blend Rg,Drip coffee,Hell's Kitchen,Coffee
45.00,18,12,18,07,Tue,morning,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Tea
22.05,9,5,9,07,Tue,morning,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Coffee
9.60,12,8,12,07,Tue,morning,Hazelnut syrup,Regular syrup,Hell's Kitchen,Flavours
14.00,4,4,4,07,Tue,morning,Ginger Biscotti,Biscotti,Astoria,Bakery
14.00,1,1,1,08,Tue,morning,I Need My Bean! Latte cup,Housewares,Astoria,Branded
9.50,1,1,1,08,Tue,morning,Morning Sunrise Chai,Chai tea,Lower Manhattan,Loose Tea
10.95,1,1,1,09,Tue,morning,Spicy Eye Opener Chai,Chai tea,Astoria,Loose Tea
15.20,2,2,2,10,Tue,morning,Sustainably Grown Organic,Organic Chocolate,Hell's Kitchen,Packaged Chocolate
17.90,2,2,2,10,Tue,morning,Lemon Grass,Herbal tea,Hell's Kitchen,Loose Tea
9.50,1,1,1,10,Tue,morning,Morning Sunrise Chai,Chai tea,Astoria,Loose Tea
54.00,3,3,3,10,Tue,morning,Brazilian - Organic,Organic Beans,Hell's Kitchen,Coffee beans
12.00,1,1,1,10,Tue,morning,I Need My Bean! Diner mug,Housewares,Hell's Kitchen,Branded
59.25,3,3,3,10,Tue,morning,Jamacian Coffee River,Premium Beans,Hell's Kitchen,Coffee beans
13.00,4,4,4,11,Tue,morning,Cranberry Scone,Scone,Hell's Kitchen,Bakery
3.10,1,1,1,11,Tue,morning,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
26.66,2,2,2,11,Tue,morning,Chili Mayan,Drinking Chocolate,Hell's Kitchen,Packaged Chocolate
20.00,8,5,8,11,Tue,morning,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
8.00,10,7,10,11,Tue,morning,Sugar Free Vanilla syrup,Sugar free syrup,Lower Manhattan,Flavours
22.50,9,7,9,11,Tue,morning,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
9.75,3,3,3,11,Tue,morning,Ginger Scone,Scone,Astoria,Bakery
18.00,6,6,6,11,Tue,morning,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
11.00,5,3,5,11,Tue,morning,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
30.00,12,8,12,12,Tue,afternoon,Columbian Medium Roast Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
25.00,10,6,10,12,Tue,afternoon,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
10.95,1,1,1,12,Tue,afternoon,Spicy Eye Opener Chai,Chai tea,Astoria,Loose Tea
12.00,4,2,4,12,Tue,afternoon,Lemon Grass Lg,Brewed herbal tea,Hell's Kitchen,Tea
12.00,1,1,1,12,Tue,afternoon,I Need My Bean! Diner mug,Housewares,Hell's Kitchen,Branded
21.00,6,6,6,12,Tue,afternoon,Ginger Biscotti,Biscotti,Astoria,Bakery
26.25,7,7,7,13,Tue,afternoon,Chocolate Croissant,Pastry,Astoria,Bakery
13.00,4,4,4,13,Tue,afternoon,Hazelnut Biscotti,Biscotti,Astoria,Bakery
7.00,2,2,2,13,Tue,afternoon,Ginger Biscotti,Biscotti,Hell's Kitchen,Bakery
8.95,1,1,1,13,Tue,afternoon,Traditional Blend Chai,Chai tea,Lower Manhattan,Loose Tea
25.00,10,6,10,13,Tue,afternoon,Peppermint Rg,Brewed herbal tea,Lower Manhattan,Tea
17.50,7,5,7,13,Tue,afternoon,Our Old Time Diner Blend Rg,Drip coffee,Hell's Kitchen,Coffee
13.33,1,1,1,14,Tue,afternoon,Chili Mayan,Drinking Chocolate,Lower Manhattan,Packaged Chocolate
2.40,3,1,3,14,Tue,afternoon,Hazelnut syrup,Regular syrup,Lower Manhattan,Flavours
17.50,5,5,5,14,Tue,afternoon,Croissant,Pastry,Hell's Kitchen,Bakery
36.00,12,7,12,14,Tue,afternoon,Traditional Blend Chai Lg,Brewed Chai tea,Astoria,Tea
5.60,7,4,7,14,Tue,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Astoria,Flavours
3.20,4,2,4,14,Tue,afternoon,Hazelnut syrup,Regular syrup,Astoria,Flavours
2.40,3,3,3,15,Tue,afternoon,Carmel syrup,Regular syrup,Hell's Kitchen,Flavours
10.00,4,3,4,15,Tue,afternoon,Our Old Time Diner Blend Rg,Drip coffee,Lower Manhattan,Coffee
27.50,11,5,11,16,Tue,evening,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Tea
24.00,8,6,8,16,Tue,evening,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Tea
7.60,1,1,1,17,Tue,evening,Sustainably Grown Organic,Organic Chocolate,Astoria,Packaged Chocolate
7.60,1,1,1,17,Tue,evening,Sustainably Grown Organic,Organic Chocolate,Hell's Kitchen,Packaged Chocolate
12.00,4,3,4,17,Tue,evening,Traditional Blend Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
6.40,8,5,8,17,Tue,evening,Sugar Free Vanilla syrup,Sugar free syrup,Lower Manhattan,Flavours
3.20,4,3,4,17,Tue,evening,Chocolate syrup,Regular syrup,Hell's Kitchen,Flavours
2.40,3,2,3,17,Tue,evening,Chocolate syrup,Regular syrup,Astoria,Flavours
17.50,7,4,7,18,Tue,evening,Earl Grey Rg,Brewed Black tea,Lower Manhattan,Tea
15.00,5,4,5,18,Tue,evening,Serenity Green Tea Lg,Brewed Green tea,Hell's Kitchen,Tea
10.50,3,3,3,18,Tue,evening,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Bakery
12.00,1,1,1,18,Tue,evening,I Need My Bean! Diner mug,Housewares,Astoria,Branded
3.75,1,1,1,19,Tue,evening,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
13.20,6,4,6,19,Tue,evening,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
18.00,1,1,1,19,Tue,evening,Brazilian - Organic,Organic Beans,Hell's Kitchen,Coffee beans
12.75,5,3,5,06,Wed,morning,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
18.00,6,3,6,06,Wed,morning,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Tea
7.00,2,2,2,06,Wed,morning,Croissant,Pastry,Hell's Kitchen,Bakery
60.00,16,9,16,06,Wed,morning,Jamaican Coffee River Lg,Premium brewed coffee,Lower Manhattan,Coffee
25.00,10,6,10,07,Wed,morning,Serenity Green Tea Rg,Brewed Green tea,Astoria,Tea
17.50,5,5,5,07,Wed,morning,Croissant,Pastry,Astoria,Bakery
19.75,1,1,1,07,Wed,morning,Jamacian Coffee River,Premium Beans,Lower Manhattan,Coffee beans
8.95,1,1,1,07,Wed,morning,Lemon Grass,Herbal tea,Astoria,Loose Tea
9.50,1,1,1,07,Wed,morning,Morning Sunrise Chai,Chai tea,Hell's Kitchen,Loose Tea
29.50,2,2,2,08,Wed,morning,Espresso Roast,Espresso Beans,Astoria,Coffee beans
42.00,2,2,2,08,Wed,morning,Ethiopia,Gourmet Beans,Hell's Kitchen,Coffee beans
84.00,3,3,3,08,Wed,morning,I Need My Bean! T-shirt,Clothing,Hell's Kitchen,Branded
18.00,4,4,4,08,Wed,morning,Scottish Cream Scone ,Scone,Lower Manhattan,Bakery
39.99,3,3,3,08,Wed,morning,Chili Mayan,Drinking Chocolate,Astoria,Packaged Chocolate
8.95,1,1,1,08,Wed,morning,Earl Grey,Black tea,Astoria,Loose Tea
8.95,1,1,1,09,Wed,morning,Traditional Blend Chai,Chai tea,Astoria,Loose Tea
21.90,2,2,2,09,Wed,morning,Spicy Eye Opener Chai,Chai tea,Hell's Kitchen,Loose Tea
30.00,2,2,2,09,Wed,morning,Columbian Medium Roast,Gourmet Beans,Hell's Kitchen,Coffee beans
5.60,7,5,7,10,Wed,morning,Carmel syrup,Regular syrup,Lower Manhattan,Flavours
42.00,2,2,2,10,Wed,morning,Ethiopia,Gourmet Beans,Hell's Kitchen,Coffee beans
18.00,1,1,1,10,Wed,morning,Our Old Time Diner Blend,House blend Beans,Astoria,Coffee beans
12.00,4,3,4,11,Wed,morning,Ethiopia Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
9.50,1,1,1,11,Wed,morning,Morning Sunrise Chai,Chai tea,Astoria,Loose Tea
9.00,3,3,3,11,Wed,morning,Oatmeal Scone,Scone,Astoria,Bakery
29.75,7,6,7,11,Wed,morning,Cappuccino Lg,Barista Espresso,Lower Manhattan,Coffee
20.00,5,3,5,12,Wed,afternoon,Morning Sunrise Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
1.60,2,2,2,12,Wed,afternoon,Carmel syrup,Regular syrup,Hell's Kitchen,Flavours
22.50,6,6,6,12,Wed,afternoon,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
4.00,5,3,5,12,Wed,afternoon,Chocolate syrup,Regular syrup,Hell's Kitchen,Flavours
17.50,7,4,7,12,Wed,afternoon,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
4.00,5,3,5,13,Wed,afternoon,Chocolate syrup,Regular syrup,Astoria,Flavours
15.00,4,4,4,13,Wed,afternoon,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
8.95,1,1,1,13,Wed,afternoon,Lemon Grass,Herbal tea,Hell's Kitchen,Loose Tea
8.95,1,1,1,13,Wed,afternoon,Earl Grey,Black tea,Astoria,Loose Tea
19.75,1,1,1,13,Wed,afternoon,Jamacian Coffee River,Premium Beans,Hell's Kitchen,Coffee beans
0.80,1,1,1,14,Wed,afternoon,Hazelnut syrup,Regular syrup,Astoria,Flavours
45.00,2,2,2,14,Wed,afternoon,Organic Decaf Blend,Organic Beans,Lower Manhattan,Coffee beans
24.00,2,2,2,14,Wed,afternoon,I Need My Bean! Diner mug,Housewares,Hell's Kitchen,Branded
1.60,2,2,2,14,Wed,afternoon,Chocolate syrup,Regular syrup,Hell's Kitchen,Flavours
9.75,3,3,3,14,Wed,afternoon,Hazelnut Biscotti,Biscotti,Hell's Kitchen,Bakery
27.00,9,7,9,14,Wed,afternoon,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
6.00,2,2,2,15,Wed,afternoon,Brazilian Rg,Organic brewed coffee,Lower Manhattan,Coffee
45.00,1,1,1,15,Wed,afternoon,Civet Cat,Premium Beans,Lower Manhattan,Coffee beans
8.95,1,1,1,15,Wed,afternoon,English Breakfast,Black tea,Lower Manhattan,Loose Tea
26.85,3,3,3,15,Wed,afternoon,Traditional Blend Chai,Chai tea,Hell's Kitchen,Loose Tea
19.75,1,1,1,15,Wed,afternoon,Jamacian Coffee River,Premium Beans,Astoria,Coffee beans
4.80,6,4,6,16,Wed,evening,Carmel syrup,Regular syrup,Astoria,Flavours
3.75,1,1,1,16,Wed,evening,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
30.00,8,6,8,16,Wed,evening,Cappuccino,Barista Espresso,Lower Manhattan,Coffee
45.00,1,1,1,16,Wed,evening,Civet Cat,Premium Beans,Hell's Kitchen,Coffee beans
42.00,2,2,2,16,Wed,evening,Ethiopia,Gourmet Beans,Lower Manhattan,Coffee beans
8.95,1,1,1,17,Wed,evening,Peppermint,Herbal tea,Astoria,Loose Tea
1.60,2,1,2,17,Wed,evening,Sugar Free Vanilla syrup,Sugar free syrup,Astoria,Flavours
10.95,1,1,1,17,Wed,evening,Spicy Eye Opener Chai,Chai tea,Lower Manhattan,Loose Tea
9.25,1,1,1,17,Wed,evening,Serenity Green Tea,Green tea,Astoria,Loose Tea
11.25,3,3,3,18,Wed,evening,Jumbo Savory Scone,Scone,Lower Manhattan,Bakery
22.50,6,5,6,18,Wed,evening,Cappuccino,Barista Espresso,Hell's Kitchen,Coffee
3.20,4,2,4,18,Wed,evening,Carmel syrup,Regular syrup,Hell's Kitchen,Flavours
6.40,1,1,1,18,Wed,evening,Dark chocolate,Drinking Chocolate,Hell's Kitchen,Packaged Chocolate
21.00,1,1,1,19,Wed,evening,Ethiopia,Gourmet Beans,Hell's Kitchen,Coffee beans
28.00,2,2,2,19,Wed,evening,I Need My Bean! Latte cup,Housewares,Hell's Kitchen,Branded
1.60,2,1,2,19,Wed,evening,Carmel syrup,Regular syrup,Astoria,Flavours
22.50,5,5,5,07,Thu,morning,Scottish Cream Scone ,Scone,Astoria,Bakery
8.95,1,1,1,07,Thu,morning,Traditional Blend Chai,Chai tea,Lower Manhattan,Loose Tea
35.80,4,4,4,08,Thu,morning,Lemon Grass,Herbal tea,Hell's Kitchen,Loose Tea
18.00,6,6,6,08,Thu,morning,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
